index,time2,
124,1459837665,1459837665
124,1459837833,1459837833
124,1459838001,1459838001
124,1459838169,1459838169
124,1459838337,1459838337
124,1459838505,1459838505
124,1459838697,1459838697
124,1459838888,1459838888
124,1459839055,1459839055
124,1459839240,1459839240
124,1459839430,1459839430
124,1459839639,1459839639
124,1459839810,1459839810
124,1459839975,1459839975
124,1459840185,1459840185
124,1459840311,1459840311
124,1459840479,1459840479
124,1459840654,1459840654
124,1459840815,1459840815
124,1459840983,1459840983
124,1459841151,1459841151
124,1459841329,1459841329
124,1459841529,1459841529
124,1459841697,1459841697
124,1459841827,1459841827
124,1459842075,1459842075
124,1459842201,1459842201
124,1459842411,1459842411
124,1459842579,1459842579
124,1459842756,1459842756
124,1459842873,1459842873
124,1459843083,1459843083
124,1459843293,1459843293
124,1459843503,1459843503
124,1459843629,1459843629
124,1459843797,1459843797
124,1459844007,1459844007
124,1459867317,1459867317
124,1459867485,1459867485
124,1459867660,1459867660
124,1459867863,1459867863
124,1459867989,1459867989
124,1459868157,1459868157
124,1459868325,1459868325
124,1459868493,1459868493
124,1459868703,1459868703
124,1459868871,1459868871
124,1459869081,1459869081
124,1459869207,1459869207
124,1459869375,1459869375
124,1459869602,1459869602
124,1459869753,1459869753
124,1459869963,1459869963
124,1459870131,1459870131
124,1459870299,1459870299
124,1459870467,1459870467
124,1459870635,1459870635
124,1459870803,1459870803
124,1459870971,1459870971
124,1459871097,1459871097
124,1459872273,1459872273
124,1459872465,1459872465
124,1459872651,1459872651
124,1459872777,1459872777
124,1459872861,1459872861
124,1459875115,1459875115
124,1459875213,1459875213
124,1459876977,1459876977
124,1459877145,1459877145
124,1459877229,1459877229
124,1459877607,1459877607
124,1459877817,1459877817
124,1459877985,1459877985
124,1459878363,1459878363
124,1459878573,1459878573
124,1459878741,1459878741
124,1459878951,1459878951
124,1459879077,1459879077
124,1459879245,1459879245
124,1459887561,1459887561
124,1459887687,1459887687
124,1459887897,1459887897
124,1459888023,1459888023
124,1459888233,1459888233
124,1459888401,1459888401
124,1459888569,1459888569
124,1459888737,1459888737
124,1459888863,1459888863
124,1459894659,1459894659
124,1459894827,1459894827
124,1459894995,1459894995
124,1459895163,1459895163
124,1459895331,1459895331
124,1459895499,1459895499
124,1459895667,1459895667
124,1459895835,1459895835
124,1459896003,1459896003
124,1459896171,1459896171
124,1459896339,1459896339
124,1459896507,1459896507
124,1459896675,1459896675
124,1459896843,1459896843
124,1459897011,1459897011
124,1459897179,1459897179
127,1459830788,1459830788
127,1459830830,1459830830
127,1459832636,1459832636
127,1459832762,1459832762
127,1459832972,1459832972
127,1459833056,1459833056
127,1459838600,1459838600
127,1459861784,1459861784
127,1459861826,1459861826
127,1459874259,1459874259
127,1459874427,1459874427
127,1459874637,1459874637
127,1459874763,1459874763
127,1459874847,1459874847
127,1459875267,1459875267
127,1459875309,1459875309
127,1459880728,1459880728
127,1459892152,1459892152
127,1459892278,1459892278
129,1459811246,1459811246
129,1459811861,1459811861
129,1459811943,1459811943
129,1459812340,1459812340
129,1459812521,1459812521
129,1459812681,1459812681
129,1459812804,1459812804
129,1459813024,1459813024
129,1459813214,1459813214
129,1459813255,1459813255
129,1459813542,1459813542
129,1459815425,1459815425
129,1459815510,1459815510
129,1459815913,1459815913
129,1459816125,1459816125
129,1459816207,1459816207
129,1459816453,1459816453
129,1459817150,1459817150
129,1459817478,1459817478
129,1459817847,1459817847
129,1459818011,1459818011
129,1459818216,1459818216
129,1459818380,1459818380
129,1459818585,1459818585
129,1459818697,1459818697
129,1459818913,1459818913
129,1459819089,1459819089
129,1459819235,1459819235
129,1459819405,1459819405
129,1459819569,1459819569
129,1459819733,1459819733
129,1459819925,1459819925
129,1459820061,1459820061
129,1459820881,1459820881
129,1459821045,1459821045
129,1459821332,1459821332
129,1459821493,1459821493
129,1459821537,1459821537
129,1459822685,1459822685
129,1459822890,1459822890
129,1459822972,1459822972
129,1459825455,1459825455
129,1459825544,1459825544
129,1459828192,1459828192
129,1459828261,1459828261
129,1459829737,1459829737
129,1459830871,1459830871
129,1459833157,1459833157
129,1459861793,1459861793
129,1459861895,1459861895
129,1459862023,1459862023
129,1459862450,1459862450
129,1459866450,1459866450
129,1459866762,1459866762
129,1459867891,1459867891
129,1459877262,1459877262
129,1459877410,1459877410
129,1459877535,1459877535
129,1459877830,1459877830
129,1459877960,1459877960
129,1459878099,1459878099
129,1459882595,1459882595
129,1459883995,1459883995
129,1459886628,1459886628
129,1459887378,1459887378
129,1459889417,1459889417
129,1459889428,1459889428
129,1459890473,1459890473
129,1459892313,1459892313
129,1459892480,1459892480
129,1459893876,1459893876
129,1459894036,1459894036
131,1459810838,1459810838
131,1459811058,1459811058
131,1459811234,1459811234
131,1459811366,1459811366
131,1459811542,1459811542
131,1459811718,1459811718
131,1459811894,1459811894
131,1459812026,1459812026
131,1459812158,1459812158
131,1459812334,1459812334
131,1459812510,1459812510
131,1459812686,1459812686
131,1459812818,1459812818
131,1459813038,1459813038
131,1459813214,1459813214
131,1459813390,1459813390
131,1459813566,1459813566
131,1459813742,1459813742
131,1459813918,1459813918
131,1459814006,1459814006
131,1459814270,1459814270
131,1459814446,1459814446
131,1459814622,1459814622
131,1459814754,1459814754
131,1459815810,1459815810
131,1459815986,1459815986
131,1459816118,1459816118
131,1459816294,1459816294
131,1459816470,1459816470
131,1459816646,1459816646
131,1459816822,1459816822
131,1459816998,1459816998
131,1459817130,1459817130
131,1459817306,1459817306
131,1459817482,1459817482
131,1459817702,1459817702
131,1459817834,1459817834
131,1459818010,1459818010
131,1459818186,1459818186
131,1459818406,1459818406
131,1459818582,1459818582
131,1459818714,1459818714
131,1459818890,1459818890
131,1459819066,1459819066
131,1459819242,1459819242
131,1459819418,1459819418
131,1459819594,1459819594
131,1459819726,1459819726
131,1459819902,1459819902
131,1459820078,1459820078
131,1459820254,1459820254
131,1459820430,1459820430
131,1459820562,1459820562
131,1459820738,1459820738
131,1459820870,1459820870
131,1459821046,1459821046
131,1459821222,1459821222
131,1459821354,1459821354
131,1459821486,1459821486
131,1459821706,1459821706
131,1459821882,1459821882
131,1459822058,1459822058
131,1459822234,1459822234
131,1459822366,1459822366
131,1459822542,1459822542
131,1459822718,1459822718
131,1459822894,1459822894
131,1459823070,1459823070
131,1459823246,1459823246
131,1459823422,1459823422
131,1459823642,1459823642
131,1459823818,1459823818
131,1459823862,1459823862
131,1459824126,1459824126
131,1459824302,1459824302
131,1459824478,1459824478
131,1459824610,1459824610
131,1459824786,1459824786
131,1459824962,1459824962
131,1459825094,1459825094
131,1459825270,1459825270
131,1459825446,1459825446
131,1459825534,1459825534
131,1459825798,1459825798
131,1459825974,1459825974
131,1459826150,1459826150
131,1459826286,1459826286
131,1459826458,1459826458
131,1459826634,1459826634
131,1459826722,1459826722
131,1459829010,1459829010
131,1459829234,1459829234
131,1459829450,1459829450
131,1459829626,1459829626
131,1459829758,1459829758
131,1459829934,1459829934
131,1459830066,1459830066
131,1459830154,1459830154
131,1459830418,1459830418
131,1459830594,1459830594
131,1459830770,1459830770
131,1459830946,1459830946
131,1459831122,1459831122
131,1459831298,1459831298
131,1459831430,1459831430
131,1459831606,1459831606
131,1459831826,1459831826
131,1459831870,1459831870
131,1459832134,1459832134
131,1459832310,1459832310
131,1459832486,1459832486
131,1459832618,1459832618
131,1459832794,1459832794
131,1459832970,1459832970
131,1459833146,1459833146
131,1459833278,1459833278
131,1459833454,1459833454
131,1459833542,1459833542
131,1459833806,1459833806
131,1459833938,1459833938
131,1459834114,1459834114
131,1459834246,1459834246
131,1459834422,1459834422
131,1459834598,1459834598
131,1459834774,1459834774
131,1459834950,1459834950
131,1459835126,1459835126
131,1459835258,1459835258
131,1459835434,1459835434
131,1459835610,1459835610
131,1459835830,1459835830
131,1459835962,1459835962
131,1459836138,1459836138
131,1459836270,1459836270
131,1459836446,1459836446
131,1459836622,1459836622
131,1459836798,1459836798
131,1459836974,1459836974
131,1459837106,1459837106
131,1459837282,1459837282
131,1459837458,1459837458
131,1459837634,1459837634
131,1459837810,1459837810
131,1459837986,1459837986
131,1459838162,1459838162
131,1459838338,1459838338
131,1459838514,1459838514
131,1459838690,1459838690
131,1459838866,1459838866
131,1459839042,1459839042
131,1459839218,1459839218
131,1459839443,1459839443
131,1459839614,1459839614
131,1459839790,1459839790
131,1459839966,1459839966
131,1459840186,1459840186
131,1459840318,1459840318
131,1459840494,1459840494
131,1459840670,1459840670
131,1459840802,1459840802
131,1459841022,1459841022
131,1459841154,1459841154
131,1459841330,1459841330
131,1459841550,1459841550
131,1459841726,1459841726
131,1459841902,1459841902
131,1459842078,1459842078
131,1459842254,1459842254
131,1459842430,1459842430
131,1459842562,1459842562
131,1459842738,1459842738
131,1459842958,1459842958
131,1459843090,1459843090
131,1459843310,1459843310
131,1459843486,1459843486
131,1459843662,1459843662
131,1459843838,1459843838
131,1459843970,1459843970
131,1459844146,1459844146
131,1459844322,1459844322
131,1459844498,1459844498
131,1459844674,1459844674
131,1459844850,1459844850
131,1459844990,1459844990
131,1459845158,1459845158
131,1459845334,1459845334
131,1459845510,1459845510
131,1459845598,1459845598
131,1459846390,1459846390
131,1459846566,1459846566
131,1459846698,1459846698
131,1459846874,1459846874
131,1459847006,1459847006
131,1459847182,1459847182
131,1459847358,1459847358
131,1459847534,1459847534
131,1459847710,1459847710
131,1459847842,1459847842
131,1459848018,1459848018
131,1459848150,1459848150
131,1459848370,1459848370
131,1459848502,1459848502
131,1459848678,1459848678
131,1459848810,1459848810
131,1459848986,1459848986
131,1459849162,1459849162
131,1459849294,1459849294
131,1459849514,1459849514
131,1459849690,1459849690
131,1459849822,1459849822
131,1459849998,1459849998
131,1459850174,1459850174
131,1459850306,1459850306
131,1459850482,1459850482
131,1459850614,1459850614
131,1459850790,1459850790
131,1459850966,1459850966
131,1459851098,1459851098
131,1459851274,1459851274
131,1459851406,1459851406
131,1459851582,1459851582
131,1459851758,1459851758
131,1459851934,1459851934
131,1459852110,1459852110
131,1459852286,1459852286
131,1459852462,1459852462
131,1459852638,1459852638
131,1459852814,1459852814
131,1459852990,1459852990
131,1459853122,1459853122
131,1459853298,1459853298
131,1459853474,1459853474
131,1459853606,1459853606
131,1459853782,1459853782
131,1459853914,1459853914
131,1459854090,1459854090
131,1459854222,1459854222
131,1459854398,1459854398
131,1459854618,1459854618
131,1459854794,1459854794
131,1459854926,1459854926
131,1459855102,1459855102
131,1459855278,1459855278
131,1459855410,1459855410
131,1459855586,1459855586
131,1459855762,1459855762
131,1459855938,1459855938
131,1459856070,1459856070
131,1459856246,1459856246
131,1459856378,1459856378
131,1459856554,1459856554
131,1459856686,1459856686
131,1459856862,1459856862
131,1459856994,1459856994
131,1459857214,1459857214
131,1459857390,1459857390
131,1459857522,1459857522
131,1459857698,1459857698
131,1459857830,1459857830
131,1459858006,1459858006
131,1459858138,1459858138
131,1459858314,1459858314
131,1459858490,1459858490
131,1459858666,1459858666
131,1459858842,1459858842
131,1459858974,1459858974
131,1459859150,1459859150
131,1459859326,1459859326
131,1459859458,1459859458
131,1459859634,1459859634
131,1459859766,1459859766
131,1459859942,1459859942
131,1459860074,1459860074
131,1459860250,1459860250
131,1459860426,1459860426
131,1459860602,1459860602
131,1459860734,1459860734
131,1459860910,1459860910
131,1459861086,1459861086
131,1459861262,1459861262
131,1459861438,1459861438
131,1459861570,1459861570
131,1459861790,1459861790
131,1459861966,1459861966
131,1459862010,1459862010
131,1459862802,1459862802
131,1459862934,1459862934
131,1459863110,1459863110
131,1459863286,1459863286
131,1459863462,1459863462
131,1459863638,1459863638
131,1459863814,1459863814
131,1459863946,1459863946
131,1459864122,1459864122
131,1459864298,1459864298
131,1459864474,1459864474
131,1459864650,1459864650
131,1459864826,1459864826
131,1459864958,1459864958
131,1459865134,1459865134
131,1459865266,1459865266
131,1459865486,1459865486
131,1459865662,1459865662
131,1459865794,1459865794
131,1459865970,1459865970
131,1459866102,1459866102
131,1459866322,1459866322
131,1459866498,1459866498
131,1459866630,1459866630
131,1459866806,1459866806
131,1459866938,1459866938
131,1459867114,1459867114
131,1459867290,1459867290
131,1459867510,1459867510
131,1459867642,1459867642
131,1459867862,1459867862
131,1459867994,1459867994
131,1459868170,1459868170
131,1459868346,1459868346
131,1459868522,1459868522
131,1459868698,1459868698
131,1459868874,1459868874
131,1459869050,1459869050
131,1459869226,1459869226
131,1459869402,1459869402
131,1459869578,1459869578
131,1459869754,1459869754
131,1459869974,1459869974
131,1459870106,1459870106
131,1459870282,1459870282
131,1459870458,1459870458
131,1459870634,1459870634
131,1459870810,1459870810
131,1459870986,1459870986
131,1459871118,1459871118
131,1459871294,1459871294
131,1459871470,1459871470
131,1459871602,1459871602
131,1459871778,1459871778
131,1459871954,1459871954
131,1459872130,1459872130
131,1459872306,1459872306
131,1459872438,1459872438
131,1459872658,1459872658
131,1459872790,1459872790
131,1459872966,1459872966
131,1459873142,1459873142
131,1459873318,1459873318
131,1459873450,1459873450
131,1459873626,1459873626
131,1459873758,1459873758
131,1459873934,1459873934
131,1459874110,1459874110
131,1459874242,1459874242
131,1459874418,1459874418
131,1459874638,1459874638
131,1459874770,1459874770
131,1459874946,1459874946
131,1459875078,1459875078
131,1459875254,1459875254
131,1459875474,1459875474
131,1459875606,1459875606
131,1459875782,1459875782
131,1459875958,1459875958
131,1459876134,1459876134
131,1459876310,1459876310
131,1459876442,1459876442
131,1459876618,1459876618
131,1459876794,1459876794
131,1459876970,1459876970
131,1459877146,1459877146
131,1459877278,1459877278
131,1459877454,1459877454
131,1459877630,1459877630
131,1459877806,1459877806
131,1459878026,1459878026
131,1459878202,1459878202
131,1459878378,1459878378
131,1459878554,1459878554
131,1459878730,1459878730
131,1459878950,1459878950
131,1459879082,1459879082
131,1459879258,1459879258
131,1459879434,1459879434
131,1459879566,1459879566
131,1459879742,1459879742
131,1459879918,1459879918
131,1459880050,1459880050
131,1459880226,1459880226
131,1459880402,1459880402
131,1459880622,1459880622
131,1459880798,1459880798
131,1459880974,1459880974
131,1459881150,1459881150
131,1459881282,1459881282
131,1459881458,1459881458
131,1459881678,1459881678
131,1459881854,1459881854
131,1459882030,1459882030
131,1459882206,1459882206
131,1459882338,1459882338
131,1459882558,1459882558
131,1459882734,1459882734
131,1459882866,1459882866
131,1459883042,1459883042
131,1459883218,1459883218
131,1459883394,1459883394
131,1459883570,1459883570
131,1459883702,1459883702
131,1459883878,1459883878
131,1459884054,1459884054
131,1459884230,1459884230
131,1459884362,1459884362
131,1459884538,1459884538
131,1459884714,1459884714
131,1459884890,1459884890
131,1459885066,1459885066
131,1459885198,1459885198
131,1459885374,1459885374
131,1459885550,1459885550
131,1459885726,1459885726
131,1459885902,1459885902
131,1459886122,1459886122
131,1459886298,1459886298
131,1459886430,1459886430
131,1459886606,1459886606
131,1459886738,1459886738
131,1459886914,1459886914
131,1459887090,1459887090
131,1459887222,1459887222
131,1459887398,1459887398
131,1459887574,1459887574
131,1459887706,1459887706
131,1459887882,1459887882
131,1459888058,1459888058
131,1459888234,1459888234
131,1459888410,1459888410
131,1459888586,1459888586
131,1459888762,1459888762
131,1459888938,1459888938
131,1459889070,1459889070
131,1459889246,1459889246
131,1459889422,1459889422
131,1459889554,1459889554
131,1459889686,1459889686
131,1459892665,1459892665
131,1459892810,1459892810
131,1459892942,1459892942
131,1459893162,1459893162
131,1459893382,1459893382
131,1459893514,1459893514
131,1459893690,1459893690
131,1459893822,1459893822
131,1459894012,1459894012
131,1459894130,1459894130
131,1459894306,1459894306
131,1459894438,1459894438
131,1459894658,1459894658
131,1459894746,1459894746
131,1459895670,1459895670
131,1459895846,1459895846
131,1459896022,1459896022
131,1459896154,1459896154
131,1459896330,1459896330
131,1459896506,1459896506
131,1459896682,1459896682
131,1459896858,1459896858
131,1459896990,1459896990
131,1459897166,1459897166
132,1459812932,1459812932
132,1459813106,1459813106
132,1459813777,1459813777
132,1459814574,1459814574
132,1459814575,1459814575
132,1459815387,1459815387
132,1459815790,1459815790
132,1459815862,1459815862
132,1459816082,1459816082
132,1459816498,1459816498
132,1459816582,1459816582
132,1459817954,1459817954
132,1459819247,1459819247
132,1459819743,1459819743
132,1459819903,1459819903
132,1459819988,1459819988
132,1459820448,1459820448
132,1459821827,1459821827
132,1459822575,1459822575
132,1459829403,1459829403
132,1459829426,1459829426
132,1459832399,1459832399
132,1459861912,1459861912
132,1459862623,1459862623
132,1459862791,1459862791
132,1459862959,1459862959
132,1459863085,1459863085
132,1459863295,1459863295
132,1459863463,1459863463
132,1459863631,1459863631
132,1459863715,1459863715
132,1459865647,1459865647
132,1459865823,1459865823
132,1459865955,1459865955
132,1459866131,1459866131
132,1459866307,1459866307
132,1459869608,1459869608
132,1459869760,1459869760
132,1459869846,1459869846
132,1459870975,1459870975
132,1459871019,1459871019
132,1459873152,1459873152
132,1459873311,1459873311
132,1459873446,1459873446
132,1459873491,1459873491
132,1459873643,1459873643
132,1459874105,1459874105
132,1459877413,1459877413
132,1459881796,1459881796
132,1459883172,1459883172
132,1459884709,1459884709
132,1459884734,1459884734
132,1459884735,1459884735
132,1459888220,1459888220
132,1459888349,1459888349
132,1459889856,1459889856
132,1459896834,1459896834
132,1459896864,1459896864
132,1459897142,1459897142
133,1459818022,1459818022
133,1459818190,1459818190
133,1459818358,1459818358
133,1459819531,1459819531
133,1459822036,1459822036
133,1459822212,1459822212
133,1459822388,1459822388
133,1459822432,1459822432
133,1459822977,1459822977
133,1459823620,1459823620
133,1459823835,1459823835
133,1459823964,1459823964
133,1459824136,1459824136
133,1459824265,1459824265
133,1459824351,1459824351
133,1459824618,1459824618
133,1459824790,1459824790
133,1459824962,1459824962
133,1459825134,1459825134
133,1459825263,1459825263
133,1459825435,1459825435
133,1459825650,1459825650
133,1459825779,1459825779
133,1459825951,1459825951
133,1459826123,1459826123
133,1459826446,1459826446
133,1459826614,1459826614
133,1459826656,1459826656
133,1459832526,1459832526
133,1459833120,1459833120
133,1459833255,1459833255
133,1459833964,1459833964
133,1459834090,1459834090
133,1459834258,1459834258
133,1459834300,1459834300
133,1459834930,1459834930
133,1459834972,1459834972
133,1459835276,1459835276
133,1459835308,1459835308
133,1459840151,1459840151
133,1459840331,1459840331
133,1459840511,1459840511
133,1459840646,1459840646
133,1459840826,1459840826
133,1459840994,1459840994
133,1459841162,1459841162
133,1459841330,1459841330
133,1459841540,1459841540
133,1459841624,1459841624
133,1459842567,1459842567
133,1459842649,1459842649
133,1459873843,1459873843
133,1459876269,1459876269
133,1459882563,1459882563
133,1459882739,1459882739
134,1459896119,1459896119
134,1459896154,1459896154
135,1459812684,1459812684
135,1459812765,1459812765
135,1459812937,1459812937
135,1459844163,1459844163
135,1459844323,1459844323
135,1459844523,1459844523
135,1459844570,1459844570
135,1459890443,1459890443
135,1459890529,1459890529
135,1459892717,1459892717
135,1459896524,1459896524
135,1459896629,1459896629
136,1459821896,1459821896
136,1459822064,1459822064
136,1459822232,1459822232
136,1459822358,1459822358
136,1459822568,1459822568
136,1459822694,1459822694
136,1459833625,1459833625
136,1459833782,1459833782
136,1459833843,1459833843
136,1459866122,1459866122
136,1459866318,1459866318
136,1459866332,1459866332
136,1459867508,1459867508
136,1459867676,1459867676
136,1459867844,1459867844
136,1459868012,1459868012
136,1459868180,1459868180
136,1459871120,1459871120
136,1459871288,1459871288
136,1459871414,1459871414
136,1459872968,1459872968
136,1459873010,1459873010
136,1459886282,1459886282
136,1459886408,1459886408
136,1459886576,1459886576
136,1459886660,1459886660
136,1459887542,1459887542
136,1459887710,1459887710
136,1459887878,1459887878
136,1459887962,1459887962
136,1459893380,1459893380
136,1459893506,1459893506
136,1459893674,1459893674
136,1459893758,1459893758
137,1459811930,1459811930
137,1459818183,1459818183
137,1459818398,1459818398
137,1459818574,1459818574
137,1459818662,1459818662
137,1459835433,1459835433
137,1459835646,1459835646
137,1459835822,1459835822
137,1459835954,1459835954
137,1459836130,1459836130
137,1459836289,1459836289
137,1459836482,1459836482
137,1459836614,1459836614
137,1459836790,1459836790
137,1459836966,1459836966
137,1459837142,1459837142
137,1459837274,1459837274
137,1459837450,1459837450
137,1459837626,1459837626
137,1459837846,1459837846
137,1459838022,1459838022
137,1459838198,1459838198
137,1459838330,1459838330
137,1459838506,1459838506
137,1459838682,1459838682
137,1459838858,1459838858
137,1459839034,1459839034
137,1459839210,1459839210
137,1459839430,1459839430
137,1459839606,1459839606
137,1459839826,1459839826
137,1459839958,1459839958
137,1459840178,1459840178
137,1459840310,1459840310
137,1459840486,1459840486
137,1459840662,1459840662
137,1459840838,1459840838
137,1459841014,1459841014
137,1459841146,1459841146
137,1459841322,1459841322
137,1459841542,1459841542
137,1459841718,1459841718
137,1459841894,1459841894
137,1459842070,1459842070
137,1459842246,1459842246
137,1459842422,1459842422
137,1459842554,1459842554
137,1459842730,1459842730
137,1459842950,1459842950
137,1459843082,1459843082
137,1459843302,1459843302
137,1459843522,1459843522
137,1459843654,1459843654
137,1459843830,1459843830
137,1459844006,1459844006
137,1459844138,1459844138
137,1459844358,1459844358
137,1459844490,1459844490
137,1459844666,1459844666
137,1459844842,1459844842
137,1459844974,1459844974
137,1459845150,1459845150
137,1459845326,1459845326
137,1459845502,1459845502
137,1459845678,1459845678
137,1459845854,1459845854
137,1459846030,1459846030
137,1459846206,1459846206
137,1459846382,1459846382
137,1459846558,1459846558
137,1459846690,1459846690
137,1459846866,1459846866
137,1459846998,1459846998
137,1459847174,1459847174
137,1459847350,1459847350
137,1459847526,1459847526
137,1459847702,1459847702
137,1459847834,1459847834
137,1459848010,1459848010
137,1459848186,1459848186
137,1459848362,1459848362
137,1459848494,1459848494
137,1459848670,1459848670
137,1459848802,1459848802
137,1459849022,1459849022
137,1459849154,1459849154
137,1459849330,1459849330
137,1459849506,1459849506
137,1459849682,1459849682
137,1459849814,1459849814
137,1459849990,1459849990
137,1459850166,1459850166
137,1459850298,1459850298
137,1459850474,1459850474
137,1459850606,1459850606
137,1459850782,1459850782
137,1459850958,1459850958
137,1459851090,1459851090
137,1459851266,1459851266
137,1459851398,1459851398
137,1459851574,1459851574
137,1459851750,1459851750
137,1459851926,1459851926
137,1459852102,1459852102
137,1459852278,1459852278
137,1459852454,1459852454
137,1459852630,1459852630
137,1459852806,1459852806
137,1459852982,1459852982
137,1459853114,1459853114
137,1459853246,1459853246
139,1459810870,1459810870
139,1459811023,1459811023
139,1459811214,1459811214
139,1459811539,1459811539
139,1459811670,1459811670
139,1459811730,1459811730
139,1459813020,1459813020
139,1459813192,1459813192
139,1459814603,1459814603
139,1459816288,1459816288
139,1459816482,1459816482
139,1459816653,1459816653
139,1459816804,1459816804
139,1459816847,1459816847
139,1459820416,1459820416
139,1459820504,1459820504
139,1459830808,1459830808
139,1459830851,1459830851
139,1459832825,1459832825
139,1459832881,1459832881
139,1459833305,1459833305
139,1459833445,1459833445
139,1459834778,1459834778
139,1459834950,1459834950
139,1459835122,1459835122
139,1459837579,1459837579
139,1459839057,1459839057
139,1459839981,1459839981
139,1459840153,1459840153
139,1459840325,1459840325
139,1459840497,1459840497
139,1459840678,1459840678
139,1459840720,1459840720
139,1459844416,1459844416
139,1459848015,1459848015
139,1459867673,1459867673
139,1459867845,1459867845
139,1459868060,1459868060
139,1459869823,1459869823
139,1459870871,1459870871
139,1459884701,1459884701
139,1459884787,1459884787
139,1459885676,1459885676
139,1459891848,1459891848
139,1459894025,1459894025
140,1459822376,1459822376
140,1459822416,1459822416
140,1459826940,1459826940
140,1459827072,1459827072
140,1459828387,1459828387
140,1459831578,1459831578
140,1459832462,1459832462
140,1459832938,1459832938
140,1459833427,1459833427
140,1459833591,1459833591
140,1459834648,1459834648
140,1459835281,1459835281
140,1459835324,1459835324
140,1459837133,1459837133
140,1459837152,1459837152
140,1459838190,1459838190
140,1459838328,1459838328
140,1459872968,1459872968
140,1459873091,1459873091
140,1459875260,1459875260
140,1459875342,1459875342
140,1459877172,1459877172
140,1459879179,1459879179
140,1459880448,1459880448
140,1459882169,1459882169
140,1459885870,1459885870
140,1459886685,1459886685
140,1459887820,1459887820
140,1459889367,1459889367
141,1459828715,1459828715
141,1459828892,1459828892
141,1459829068,1459829068
141,1459829244,1459829244
141,1459829420,1459829420
141,1459829596,1459829596
141,1459829772,1459829772
141,1459829904,1459829904
141,1459830080,1459830080
141,1459830237,1459830237
141,1459830409,1459830409
141,1459830581,1459830581
141,1459830796,1459830796
141,1459830968,1459830968
141,1459831140,1459831140
141,1459831312,1459831312
141,1459831441,1459831441
141,1459831613,1459831613
141,1459831785,1459831785
141,1459831957,1459831957
141,1459832129,1459832129
141,1459832301,1459832301
141,1459832344,1459832344
141,1459874435,1459874435
141,1459874655,1459874655
141,1459874787,1459874787
141,1459874963,1459874963
141,1459875095,1459875095
141,1459875271,1459875271
141,1459875447,1459875447
141,1459875623,1459875623
141,1459875799,1459875799
141,1459875975,1459875975
141,1459876107,1459876107
141,1459876283,1459876283
141,1459876459,1459876459
141,1459876635,1459876635
141,1459880163,1459880163
141,1459887403,1459887403
141,1459887563,1459887563
141,1459887723,1459887723
141,1459887883,1459887883
141,1459888043,1459888043
141,1459888083,1459888083
142,1459822641,1459822641
142,1459826609,1459826609
142,1459826744,1459826744
142,1459827242,1459827242
142,1459827382,1459827382
142,1459828100,1459828100
142,1459828770,1459828770
142,1459831450,1459831450
142,1459834091,1459834091
142,1459834131,1459834131
142,1459834411,1459834411
142,1459841696,1459841696
142,1459870976,1459870976
142,1459870996,1459870996
142,1459879566,1459879566
142,1459882261,1459882261
142,1459883030,1459883030
142,1459885382,1459885382
142,1459886096,1459886096
142,1459887246,1459887246
142,1459893147,1459893147
143,1459814930,1459814930
143,1459814974,1459814974
143,1459815414,1459815414
143,1459815465,1459815465
143,1459815466,1459815466
143,1459816646,1459816646
143,1459820254,1459820254
143,1459820298,1459820298
143,1459821716,1459821716
143,1459821906,1459821906
143,1459822058,1459822058
143,1459822234,1459822234
143,1459822366,1459822366
143,1459822571,1459822571
143,1459822731,1459822731
143,1459822914,1459822914
143,1459823026,1459823026
143,1459823273,1459823273
143,1459823422,1459823422
143,1459823598,1459823598
143,1459823774,1459823774
143,1459824126,1459824126
143,1459824610,1459824610
143,1459825094,1459825094
143,1459825138,1459825138
143,1459825622,1459825622
143,1459825666,1459825666
143,1459825974,1459825974
143,1459826150,1459826150
143,1459826238,1459826238
143,1459826458,1459826458
143,1459826634,1459826634
143,1459826766,1459826766
143,1459827382,1459827382
143,1459827734,1459827734
143,1459827910,1459827910
143,1459828042,1459828042
143,1459829450,1459829450
143,1459829582,1459829582
143,1459829714,1459829714
143,1459831298,1459831298
143,1459831430,1459831430
143,1459832329,1459832329
143,1459832486,1459832486
143,1459832574,1459832574
143,1459832970,1459832970
143,1459833146,1459833146
143,1459833278,1459833278
143,1459833454,1459833454
143,1459833586,1459833586
143,1459833925,1459833925
143,1459834070,1459834070
143,1459834273,1459834273
143,1459834378,1459834378
143,1459835126,1459835126
143,1459835170,1459835170
143,1459835610,1459835610
143,1459835786,1459835786
143,1459835962,1459835962
143,1459836138,1459836138
143,1459836270,1459836270
143,1459836446,1459836446
143,1459836490,1459836490
143,1459836798,1459836798
143,1459837282,1459837282
143,1459837458,1459837458
143,1459837546,1459837546
143,1459837834,1459837834
143,1459837986,1459837986
143,1459838030,1459838030
143,1459838822,1459838822
143,1459879742,1459879742
143,1459879830,1459879830
143,1459881282,1459881282
143,1459881458,1459881458
143,1459881546,1459881546
143,1459893074,1459893074
143,1459893514,1459893514
143,1459893690,1459893690
143,1459893734,1459893734
143,1459894130,1459894130
143,1459894306,1459894306
143,1459894467,1459894467
143,1459894658,1459894658
143,1459894702,1459894702
143,1459895860,1459895860
143,1459896022,1459896022
143,1459896110,1459896110
143,1459896506,1459896506
143,1459896638,1459896638
