index,time1,time2,d1t,d2t,d33t,d4t,n1t,n2t,n3t,n4t
1,1464637504,1464637564,1,1,1,1,1,0,1
1,1464637592,1464637652,1,1,1,1,1,0,1
1,1464638076,1464638136,1,1,1,1,1,0,1
1,1464638516,1464638576,1,1,1,1,1,0,1
1,1464638824,1464638884,1,1,1,1,1,0,1
1,1464639166,1464639226,1,1,1,1,1,0,1
1,1464639308,1464639368,1,1,1,1,1,0,1
1,1464639784,1464639844,1,1,1,1,1,0,1
1,1464639880,1464639940,1,1,1,1,1,0,1
1,1464640452,1464640512,1,1,1,1,1,0,1
1,1464641332,1464641392,1,1,1,1,1,0,1
1,1464641672,1464641732,1,1,1,1,1,0,1
1,1464641816,1464641876,1,1,1,1,1,0,1
1,1464642023,1464642083,1,1,1,1,1,0,1
1,1464642124,1464642184,1,1,1,1,1,0,1
1,1464642398,1464642458,1,1,1,1,1,0,1
1,1464642460,1464642520,1,1,1,1,1,0,1
1,1464642703,1464642763,1,1,1,1,1,0,1
1,1464642899,1464642959,1,1,1,1,1,0,1
1,1464643048,1464643108,1,1,1,1,1,0,1
1,1464643092,1464643152,1,1,1,1,1,0,1
1,1464643548,1464643608,1,1,1,1,1,0,1
1,1464643576,1464643636,1,1,1,1,1,0,1
1,1464644858,1464644918,1,1,1,1,1,0,1
1,1464646920,1464646980,1,1,1,1,1,0,1
1,1464646968,1464647028,1,1,1,1,1,0,1
1,1464647307,1464647367,1,1,1,1,1,0,1
1,1464647428,1464647488,1,1,1,1,1,0,1
1,1464648068,1464648128,1,1,1,1,1,0,1
1,1464649956,1464650016,1,1,1,1,1,0,1
1,1464651540,1464651600,1,1,1,1,1,0,1
1,1464651716,1464651776,1,1,1,1,1,0,1
1,1464651848,1464651908,1,1,1,1,1,0,1
1,1464652024,1464652084,1,1,1,1,1,0,1
1,1464654426,1464654486,1,1,1,1,1,0,1
1,1464654594,1464654654,1,1,1,1,1,0,1
1,1464654762,1464654822,1,1,1,1,1,0,1
1,1464654888,1464654948,1,1,1,1,1,0,1
1,1464654930,1464654990,1,1,1,1,1,0,1
1,1464655896,1464655956,1,1,1,1,1,0,1
1,1464656072,1464656132,1,1,1,1,1,0,1
1,1464656116,1464656176,1,1,1,1,1,0,1
1,1464656556,1464656616,1,1,1,1,1,0,1
1,1464659651,1464659711,1,1,1,1,1,0,1
1,1464660054,1464660114,1,1,1,1,1,0,1
1,1464668524,1464668584,1,1,1,1,1,0,1
1,1464668568,1464668628,1,1,1,1,1,0,1
1,1464669380,1464669440,1,1,1,1,1,0,1
1,1464669584,1464669644,1,1,1,1,1,0,1
1,1464679172,1464679232,1,1,1,1,1,0,1
1,1464679347,1464679407,1,1,1,1,1,0,1
1,1464679482,1464679542,1,1,1,1,1,0,1
1,1464679707,1464679767,1,1,1,1,1,0,1
1,1464679842,1464679902,1,1,1,1,1,0,1
1,1464680035,1464680095,1,1,1,1,1,0,1
1,1464680205,1464680265,1,1,1,1,1,0,1
1,1464680337,1464680397,1,1,1,1,1,0,1
1,1464681232,1464681292,1,1,1,1,1,0,1
1,1464681358,1464681418,1,1,1,1,1,0,1
1,1464681753,1464681813,1,1,1,1,1,0,1
1,1464681917,1464681977,1,1,1,1,1,0,1
1,1464682081,1464682141,1,1,1,1,1,0,1
1,1464682286,1464682346,1,1,1,1,1,0,1
1,1464682368,1464682428,1,1,1,1,1,0,1
1,1464722090,1464722150,1,1,1,1,1,0,1
1,1464726957,1464727017,1,1,1,1,1,0,1
1,1464727095,1464727155,1,1,1,1,1,0,1
1,1464729380,1464729440,1,1,1,1,1,0,1
1,1464730126,1464730186,1,1,1,1,1,0,1
1,1464730298,1464730358,1,1,1,1,1,0,1
1,1464730470,1464730530,1,1,1,1,1,0,1
1,1464730556,1464730616,1,1,1,1,1,0,1
1,1464730771,1464730831,1,1,1,1,1,0,1
1,1464730814,1464730874,1,1,1,1,1,0,1
1,1464731128,1464731188,1,1,1,1,1,0,1
1,1464731312,1464731372,1,1,1,1,1,0,1
1,1464731481,1464731541,1,1,1,1,1,0,1
