index,time1,time2,group
7,1464828980,1464829040,d33
7,1464829395,1464829455,d33
7,1464829592,1464829652,d33
7,1464830347,1464830407,d33
7,1464838678,1464838738,d33
7,1464843204,1464843264,d33
7,1464843524,1464843584,d33
7,1464843735,1464843795,d33
7,1464843886,1464843946,d33
7,1464843970,1464844030,d33
7,1464849173,1464849233,d33
7,1464849215,1464849275,d33
7,1464849845,1464849905,d33
7,1464849971,1464850031,d33
7,1464850464,1464850524,d33
7,1464852219,1464852279,d33
7,1464853073,1464853133,d33
7,1464853143,1464853203,d33
7,1464853563,1464853623,d33
7,1464853874,1464853934,d33
7,1464854939,1464854999,d33
7,1464855154,1464855214,d33
7,1464855513,1464855573,d33
7,1464855541,1464855601,d33
9,1464799292,1464799352,d33
9,1464799475,1464799535,d33
9,1464799690,1464799750,d33
9,1464799840,1464799900,d33
9,1464800034,1464800094,d33
9,1464800120,1464800180,d33
9,1464801182,1464801242,d33
9,1464801923,1464801983,d33
9,1464802011,1464802071,d33
9,1464803426,1464803486,d33
9,1464803592,1464803652,d33
9,1464804300,1464804360,d33
9,1464805181,1464805241,d33
9,1464805204,1464805264,d33
9,1464805870,1464805930,d33
9,1464806027,1464806087,d33
9,1464806191,1464806251,d33
9,1464806314,1464806374,d33
9,1464808710,1464808770,d33
9,1464810215,1464810275,d33
9,1464811037,1464811097,d33
9,1464811170,1464811230,d33
9,1464813197,1464813257,d33
9,1464813381,1464813441,d33
9,1464813553,1464813613,d33
9,1464814069,1464814129,d33
9,1464814201,1464814261,d33
9,1464814340,1464814400,d33
9,1464815708,1464815768,d33
9,1464816387,1464816447,d33
9,1464817808,1464817868,d33
9,1464817845,1464817905,d33
9,1464821678,1464821738,d33
9,1464825722,1464825782,d33
9,1464825765,1464825825,d33
9,1464826040,1464826100,d33
9,1464826083,1464826143,d33
9,1464826729,1464826789,d33
9,1464829488,1464829548,d33
9,1464830849,1464830909,d33
9,1464830929,1464830989,d33
9,1464831235,1464831295,d33
9,1464831366,1464831426,d33
9,1464831433,1464831493,d33
9,1464831893,1464831953,d33
9,1464832099,1464832159,d33
9,1464832176,1464832236,d33
9,1464832357,1464832417,d33
9,1464832706,1464832766,d33
9,1464833800,1464833860,d33
9,1464833948,1464834008,d33
9,1464834120,1464834180,d33
9,1464834268,1464834328,d33
9,1464839203,1464839263,d33
9,1464839574,1464839634,d33
9,1464839929,1464839989,d33
9,1464841633,1464841693,d33
9,1464843554,1464843614,d33
9,1464846580,1464846640,d33
9,1464847170,1464847230,d33
10,1464797037,1464797097,d33
10,1464797205,1464797265,d33
10,1464797373,1464797433,d33
10,1464797583,1464797643,d33
10,1464797728,1464797788,d33
10,1464797919,1464797979,d33
10,1464798087,1464798147,d33
10,1464798255,1464798315,d33
10,1464798423,1464798483,d33
10,1464798591,1464798651,d33
10,1464798759,1464798819,d33
10,1464798885,1464798945,d33
10,1464799095,1464799155,d33
10,1464799305,1464799365,d33
10,1464799473,1464799533,d33
10,1464799690,1464799750,d33
10,1464799767,1464799827,d33
10,1464800019,1464800079,d33
10,1464800187,1464800247,d33
10,1464811900,1464811960,d33
10,1464811934,1464811994,d33
10,1464812521,1464812581,d33
10,1464812571,1464812631,d33
10,1464813568,1464813628,d33
10,1464813736,1464813796,d33
10,1464813888,1464813948,d33
10,1464814062,1464814122,d33
10,1464814191,1464814251,d33
10,1464814363,1464814423,d33
10,1464814535,1464814595,d33
10,1464814664,1464814724,d33
10,1464814879,1464814939,d33
10,1464815051,1464815111,d33
10,1464819003,1464819063,d33
10,1464819129,1464819189,d33
10,1464819255,1464819315,d33
10,1464824185,1464824245,d33
10,1464824210,1464824270,d33
10,1464825973,1464826033,d33
10,1464827411,1464827471,d33
10,1464827454,1464827514,d33
10,1464834659,1464834719,d33
10,1464834788,1464834848,d33
10,1464835006,1464835066,d33
10,1464835160,1464835220,d33
10,1464835366,1464835426,d33
10,1464835532,1464835592,d33
10,1464835722,1464835782,d33
10,1464835882,1464835942,d33
10,1464836054,1464836114,d33
10,1464836209,1464836269,d33
10,1464836355,1464836415,d33
10,1464836742,1464836802,d33
10,1464836914,1464836974,d33
10,1464836969,1464837029,d33
10,1464846054,1464846114,d33
10,1464846226,1464846286,d33
10,1464846441,1464846501,d33
10,1464846570,1464846630,d33
10,1464846785,1464846845,d33
10,1464846957,1464847017,d33
10,1464847334,1464847394,d33
10,1464847430,1464847490,d33
10,1464852418,1464852478,d33
10,1464852547,1464852607,d33
10,1464852633,1464852693,d33
10,1464853407,1464853467,d33
10,1464853450,1464853510,d33
10,1464862137,1464862197,d33
10,1464862308,1464862368,d33
10,1464862437,1464862497,d33
10,1464866092,1464866152,d33
10,1464866178,1464866238,d33
17,1464798773,1464798833,d33
17,1464798960,1464799020,d33
17,1464799128,1464799188,d33
17,1464799296,1464799356,d33
17,1464799464,1464799524,d33
17,1464799674,1464799734,d33
17,1464799842,1464799902,d33
17,1464800010,1464800070,d33
17,1464800178,1464800238,d33
17,1464800346,1464800406,d33
17,1464800514,1464800574,d33
17,1464800682,1464800742,d33
17,1464800850,1464800910,d33
17,1464801060,1464801120,d33
17,1464801186,1464801246,d33
17,1464803181,1464803241,d33
17,1464803244,1464803304,d33
17,1464804845,1464804905,d33
17,1464804882,1464804942,d33
17,1464805023,1464805083,d33
17,1464805176,1464805236,d33
17,1464805371,1464805431,d33
17,1464805512,1464805572,d33
17,1464805680,1464805740,d33
17,1464805848,1464805908,d33
17,1464806034,1464806094,d33
17,1464806142,1464806202,d33
17,1464806542,1464806602,d33
17,1464806562,1464806622,d33
17,1464813458,1464813518,d33
17,1464813535,1464813595,d33
17,1464813703,1464813763,d33
17,1464814080,1464814140,d33
17,1464814081,1464814141,d33
17,1464814123,1464814183,d33
17,1464814258,1464814318,d33
17,1464814375,1464814435,d33
17,1464814543,1464814603,d33
17,1464814711,1464814771,d33
17,1464814795,1464814855,d33
17,1464815670,1464815730,d33
17,1464815719,1464815779,d33
17,1464815887,1464815947,d33
17,1464815929,1464815989,d33
17,1464823476,1464823536,d33
17,1464823489,1464823549,d33
17,1464823657,1464823717,d33
17,1464823825,1464823885,d33
17,1464823951,1464824011,d33
17,1464824200,1464824260,d33
17,1464824329,1464824389,d33
17,1464824455,1464824515,d33
17,1464824732,1464824792,d33
17,1464824875,1464824935,d33
17,1464825033,1464825093,d33
17,1464825085,1464825145,d33
17,1464825169,1464825229,d33
17,1464828621,1464828681,d33
17,1464828781,1464828841,d33
17,1464828949,1464829009,d33
17,1464829193,1464829253,d33
17,1464829243,1464829303,d33
17,1464829411,1464829471,d33
17,1464829855,1464829915,d33
17,1464829883,1464829943,d33
17,1464829967,1464830027,d33
17,1464830235,1464830295,d33
17,1464830387,1464830447,d33
17,1464830722,1464830782,d33
17,1464830849,1464830909,d33
17,1464831096,1464831156,d33
17,1464831143,1464831203,d33
17,1464831269,1464831329,d33
17,1464831450,1464831510,d33
17,1464831479,1464831539,d33
17,1464834950,1464835010,d33
17,1464835007,1464835067,d33
17,1464837184,1464837244,d33
17,1464837233,1464837293,d33
17,1464837317,1464837377,d33
17,1464837517,1464837577,d33
17,1464837569,1464837629,d33
17,1464837749,1464837809,d33
17,1464837905,1464837965,d33
17,1464838031,1464838091,d33
17,1464839981,1464840041,d33
17,1464840005,1464840065,d33
17,1464841385,1464841445,d33
17,1464841433,1464841493,d33
17,1464841601,1464841661,d33
17,1464841685,1464841745,d33
17,1464849421,1464849481,d33
17,1464849498,1464849558,d33
17,1464849582,1464849642,d33
19,1464799217,1464799277,d33
19,1464799690,1464799750,d33
19,1464799822,1464799882,d33
19,1464800027,1464800087,d33
19,1464800191,1464800251,d33
19,1464800314,1464800374,d33
19,1464800519,1464800579,d33
19,1464800683,1464800743,d33
19,1464800724,1464800784,d33
19,1464804494,1464804554,d33
19,1464805334,1464805394,d33
19,1464805414,1464805474,d33
19,1464805776,1464805836,d33
19,1464806392,1464806452,d33
19,1464806407,1464806467,d33
19,1464807772,1464807832,d33
19,1464808601,1464808661,d33
19,1464808867,1464808927,d33
19,1464809689,1464809749,d33
19,1464809811,1464809871,d33
19,1464810139,1464810199,d33
19,1464810619,1464810679,d33
19,1464811692,1464811752,d33
19,1464811869,1464811929,d33
19,1464812044,1464812104,d33
19,1464812202,1464812262,d33
19,1464812240,1464812300,d33
19,1464815562,1464815622,d33
19,1464815738,1464815798,d33
19,1464815914,1464815974,d33
19,1464816046,1464816106,d33
19,1464816178,1464816238,d33
19,1464816568,1464816628,d33
19,1464816757,1464816817,d33
19,1464817063,1464817123,d33
19,1464817236,1464817296,d33
19,1464817456,1464817516,d33
19,1464817632,1464817692,d33
19,1464817808,1464817868,d33
19,1464817940,1464818000,d33
19,1464819320,1464819380,d33
19,1464819487,1464819547,d33
19,1464819687,1464819747,d33
19,1464819887,1464819947,d33
19,1464820047,1464820107,d33
19,1464820207,1464820267,d33
19,1464820407,1464820467,d33
19,1464820567,1464820627,d33
19,1464820727,1464820787,d33
19,1464820927,1464820987,d33
19,1464821047,1464821107,d33
19,1464821207,1464821267,d33
19,1464821367,1464821427,d33
19,1464821527,1464821587,d33
19,1464821727,1464821787,d33
19,1464821887,1464821947,d33
19,1464822047,1464822107,d33
19,1464822207,1464822267,d33
19,1464822327,1464822387,d33
19,1464822552,1464822612,d33
19,1464822720,1464822780,d33
19,1464822888,1464822948,d33
19,1464823014,1464823074,d33
19,1464823182,1464823242,d33
19,1464823350,1464823410,d33
19,1464823518,1464823578,d33
19,1464823602,1464823662,d33
19,1464823812,1464823872,d33
19,1464824031,1464824091,d33
19,1464824066,1464824126,d33
19,1464824224,1464824284,d33
19,1464825446,1464825506,d33
19,1464825566,1464825626,d33
19,1464827583,1464827643,d33
19,1464827759,1464827819,d33
19,1464828741,1464828801,d33
19,1464829085,1464829145,d33
19,1464829253,1464829313,d33
19,1464829421,1464829481,d33
19,1464829547,1464829607,d33
19,1464829715,1464829775,d33
19,1464829883,1464829943,d33
19,1464830051,1464830111,d33
19,1464830093,1464830153,d33
19,1464830417,1464830477,d33
19,1464834490,1464834550,d33
19,1464834532,1464834592,d33
19,1464834847,1464834907,d33
19,1464837623,1464837683,d33
19,1464837918,1464837978,d33
19,1464838073,1464838133,d33
19,1464838082,1464838142,d33
19,1464838825,1464838885,d33
19,1464838929,1464838989,d33
19,1464839247,1464839307,d33
19,1464842992,1464843052,d33
19,1464843160,1464843220,d33
19,1464843914,1464843974,d33
19,1464844191,1464844251,d33
19,1464844381,1464844441,d33
22,1464797730,1464797790,d33
22,1464797928,1464797988,d33
22,1464798104,1464798164,d33
22,1464798236,1464798296,d33
22,1464798412,1464798472,d33
22,1464798588,1464798648,d33
22,1464798632,1464798692,d33
22,1464800042,1464800102,d33
22,1464800174,1464800234,d33
22,1464800350,1464800410,d33
22,1464800526,1464800586,d33
22,1464800673,1464800733,d33
22,1464800841,1464800901,d33
22,1464800925,1464800985,d33
22,1464803072,1464803132,d33
22,1464807966,1464808026,d33
22,1464808122,1464808182,d33
22,1464811419,1464811479,d33
22,1464811429,1464811489,d33
22,1464811872,1464811932,d33
22,1464812118,1464812178,d33
22,1464812708,1464812768,d33
22,1464812952,1464813012,d33
22,1464816211,1464816271,d33
22,1464817800,1464817860,d33
22,1464825096,1464825156,d33
22,1464825663,1464825723,d33
22,1464826032,1464826092,d33
22,1464826658,1464826718,d33
26,1464786154,1464786214,d33
26,1464788059,1464788119,d33
26,1464788211,1464788271,d33
26,1464788373,1464788433,d33
26,1464788491,1464788551,d33
26,1464788632,1464788692,d33
26,1464788818,1464788878,d33
26,1464789283,1464789343,d33
26,1464794814,1464794874,d33
26,1464794940,1464795000,d33
26,1464797203,1464797263,d33
26,1464797379,1464797439,d33
26,1464797555,1464797615,d33
26,1464797599,1464797659,d33
26,1464798655,1464798715,d33
26,1464799488,1464799548,d33
26,1464803785,1464803845,d33
26,1464803827,1464803887,d33
26,1464804104,1464804164,d33
26,1464804264,1464804324,d33
26,1464804457,1464804517,d33
26,1464804625,1464804685,d33
26,1464804793,1464804853,d33
26,1464804961,1464805021,d33
26,1464805171,1464805231,d33
26,1464805339,1464805399,d33
26,1464805507,1464805567,d33
26,1464805627,1464805687,d33
26,1464806686,1464806746,d33
26,1464806944,1464807004,d33
26,1464808265,1464808325,d33
26,1464809033,1464809093,d33
26,1464815881,1464815941,d33
26,1464816196,1464816256,d33
26,1464816411,1464816471,d33
26,1464817377,1464817437,d33
26,1464819467,1464819527,d33
26,1464819555,1464819615,d33
26,1464822181,1464822241,d33
26,1464822349,1464822409,d33
26,1464822433,1464822493,d33
26,1464823021,1464823081,d33
26,1464823189,1464823249,d33
26,1464823357,1464823417,d33
26,1464823525,1464823585,d33
26,1464824029,1464824089,d33
26,1464824155,1464824215,d33
26,1464832095,1464832155,d33
26,1464832931,1464832991,d33
26,1464833107,1464833167,d33
26,1464833283,1464833343,d33
26,1464833459,1464833519,d33
26,1464833591,1464833651,d33
26,1464833767,1464833827,d33
26,1464833971,1464834031,d33
26,1464834119,1464834179,d33
26,1464834295,1464834355,d33
26,1464834471,1464834531,d33
26,1464834647,1464834707,d33
26,1464834779,1464834839,d33
26,1464834955,1464835015,d33
26,1464869050,1464869110,d33
26,1464869179,1464869239,d33
26,1464869407,1464869467,d33
26,1464870070,1464870130,d33
34,1464787248,1464787308,d33
34,1464793655,1464793715,d33
34,1464793815,1464793875,d33
34,1464793975,1464794035,d33
34,1464794135,1464794195,d33
34,1464794335,1464794395,d33
34,1464794495,1464794555,d33
34,1464794661,1464794721,d33
34,1464794789,1464794849,d33
34,1464797192,1464797252,d33
34,1464797364,1464797424,d33
34,1464797593,1464797653,d33
34,1464797708,1464797768,d33
34,1464800266,1464800326,d33
34,1464801419,1464801479,d33
34,1464801551,1464801611,d33
34,1464801639,1464801699,d33
34,1464802692,1464802752,d33
34,1464808792,1464808852,d33
34,1464808964,1464809024,d33
34,1464809136,1464809196,d33
34,1464809308,1464809368,d33
34,1464824038,1464824098,d33
34,1464824173,1464824233,d33
34,1464824353,1464824413,d33
34,1464824488,1464824548,d33
34,1464824668,1464824728,d33
34,1464824848,1464824908,d33
34,1464825073,1464825133,d33
34,1464825208,1464825268,d33
34,1464825388,1464825448,d33
34,1464825559,1464825619,d33
34,1464825703,1464825763,d33
34,1464825883,1464825943,d33
34,1464830831,1464830891,d33
34,1464840371,1464840431,d33
34,1464840500,1464840560,d33
34,1464840630,1464840690,d33
43,1464796868,1464796928,d33
43,1464797048,1464797108,d33
43,1464797138,1464797198,d33
43,1464797348,1464797408,d33
43,1464797408,1464797468,d33
43,1464798066,1464798126,d33
43,1464798129,1464798189,d33
43,1464798516,1464798576,d33
43,1464798690,1464798750,d33
43,1464798857,1464798917,d33
43,1464799122,1464799182,d33
43,1464799307,1464799367,d33
43,1464799463,1464799523,d33
43,1464799534,1464799594,d33
43,1464800513,1464800573,d33
43,1464800603,1464800663,d33
43,1464801728,1464801788,d33
43,1464801908,1464801968,d33
43,1464802043,1464802103,d33
43,1464808139,1464808199,d33
43,1464808311,1464808371,d33
43,1464808718,1464808778,d33
43,1464814738,1464814798,d33
43,1464815228,1464815288,d33
43,1464815408,1464815468,d33
43,1464815588,1464815648,d33
43,1464815723,1464815783,d33
43,1464815903,1464815963,d33
43,1464816068,1464816128,d33
43,1464816263,1464816323,d33
43,1464816398,1464816458,d33
43,1464816594,1464816654,d33
43,1464816758,1464816818,d33
43,1464816893,1464816953,d33
43,1464817073,1464817133,d33
43,1464817253,1464817313,d33
43,1464817433,1464817493,d33
43,1464817568,1464817628,d33
43,1464820052,1464820112,d33
43,1464820107,1464820167,d33
43,1464821233,1464821293,d33
43,1464821244,1464821304,d33
43,1464821459,1464821519,d33
43,1464822878,1464822938,d33
43,1464822968,1464823028,d33
43,1464823328,1464823388,d33
43,1464823508,1464823568,d33
43,1464823553,1464823613,d33
43,1464825439,1464825499,d33
43,1464828774,1464828834,d33
43,1464828896,1464828956,d33
43,1464829232,1464829292,d33
43,1464829316,1464829376,d33
43,1464829566,1464829626,d33
43,1464829736,1464829796,d33
43,1464829908,1464829968,d33
43,1464829988,1464830048,d33
43,1464831845,1464831905,d33
43,1464832411,1464832471,d33
43,1464832590,1464832650,d33
43,1464832754,1464832814,d33
43,1464832795,1464832855,d33
43,1464840194,1464840254,d33
43,1464840321,1464840381,d33
43,1464841468,1464841528,d33
43,1464841600,1464841660,d33
43,1464841776,1464841836,d33
43,1464841952,1464842012,d33
43,1464842128,1464842188,d33
43,1464842304,1464842364,d33
43,1464842480,1464842540,d33
43,1464842656,1464842716,d33
43,1464842700,1464842760,d33
43,1464845167,1464845227,d33
43,1464848846,1464848906,d33
43,1464849038,1464849098,d33
43,1464849182,1464849242,d33
43,1464849350,1464849410,d33
43,1464849518,1464849578,d33
51,1464791680,1464791740,d33
51,1464791757,1464791817,d33
51,1464792336,1464792396,d33
51,1464792492,1464792552,d33
51,1464792574,1464792634,d33
51,1464794621,1464794681,d33
51,1464796942,1464797002,d33
51,1464797182,1464797242,d33
51,1464797338,1464797398,d33
51,1464797571,1464797631,d33
51,1464797743,1464797803,d33
51,1464797872,1464797932,d33
51,1464804793,1464804853,d33
51,1464804957,1464805017,d33
51,1464805168,1464805228,d33
51,1464805210,1464805270,d33
51,1464805643,1464805703,d33
51,1464805861,1464805921,d33
51,1464806017,1464806077,d33
51,1464806057,1464806117,d33
51,1464806541,1464806601,d33
51,1464806683,1464806743,d33
51,1464806839,1464806899,d33
51,1464806879,1464806939,d33
51,1464810493,1464810553,d33
51,1464810667,1464810727,d33
51,1464810847,1464810907,d33
51,1464810927,1464810987,d33
51,1464811359,1464811419,d33
51,1464816045,1464816105,d33
51,1464816265,1464816325,d33
51,1464816309,1464816369,d33
51,1464822178,1464822238,d33
51,1464822221,1464822281,d33
51,1464825069,1464825129,d33
51,1464825204,1464825264,d33
51,1464825384,1464825444,d33
51,1464825519,1464825579,d33
51,1464825725,1464825785,d33
51,1464825976,1464826036,d33
51,1464826517,1464826577,d33
51,1464826737,1464826797,d33
51,1464826869,1464826929,d33
51,1464827376,1464827436,d33
51,1464841287,1464841347,d33
51,1464841460,1464841520,d33
51,1464841542,1464841602,d33
51,1464841706,1464841766,d33
51,1464842424,1464842484,d33
51,1464842753,1464842813,d33
54,1464804699,1464804759,d33
54,1464804922,1464804982,d33
54,1464805187,1464805247,d33
54,1464805338,1464805398,d33
54,1464805381,1464805441,d33
54,1464805851,1464805911,d33
54,1464806523,1464806583,d33
54,1464806687,1464806747,d33
54,1464806851,1464806911,d33
54,1464806933,1464806993,d33
54,1464807766,1464807826,d33
54,1464808473,1464808533,d33
54,1464808596,1464808656,d33
54,1464809137,1464809197,d33
54,1464809297,1464809357,d33
54,1464809497,1464809557,d33
54,1464809617,1464809677,d33
54,1464809886,1464809946,d33
54,1464811152,1464811212,d33
54,1464811384,1464811444,d33
54,1464811576,1464811636,d33
